record_id,sentence_text,country_source,source_role,source_line,source_document_id,source_sentence_id,source_split,derived_split,annotator1_raw,annotator2_raw,reconciliation_raw,recorded_label,label_path
test-0493,Odbor za zdravstvo i socijalnu skrb je na svojoj 39. sjednici razmatrao Prijedlog zakona o izmjenama Zakona o predmetima opće uporabe s konačnim prijedlogom zakona kao matično radno tijelo.,HR,test_file,493,50755,493,nije_dostupno_iz_izvora,ispitivanje,P_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-0494,Ja mogu reći da Hrvatskoj deomkratskoj zajednici odgovara svaki izborni zakon pa i ovaj.,HR,test_file,494,11002,494,nije_dostupno_iz_izvora,ispitivanje,Positive,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Positive,jedan_uvjezbani_koder
test-0496,Meni je čudo da nismo i više pali nego što je bilo tih 8 mjesta.,HR,test_file,496,57356,496,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-0498,"Nekima je to lako objasniti i dokazati, nekima je teško.",HR,test_file,498,88182,498,nije_dostupno_iz_izvora,ispitivanje,M_Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-0499,Zakonom o strukovnom obrazovanju kojeg smo svi ovdje podržali konsenzusom u Saboru je utvrđeno da strukovne kurikulume pa tako i onda ove … obrte i obrtnička zanimanja donosi ministar nadležan za obrazovanje.,HR,test_file,499,46196,499,nije_dostupno_iz_izvora,ispitivanje,P_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-0501,Predlagatelj kaže izbjegavanje pojave pravnih praznina osobito je opravdani razlog za donošenje ovog zakona po hitnom postupku.,HR,test_file,501,64858,501,nije_dostupno_iz_izvora,ispitivanje,P_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-0502,Kolega Kajin je potpuno netočno rekao da su direktori komunalnih poduzeća jednako tako stranački ljudi.,HR,test_file,502,82694,502,nije_dostupno_iz_izvora,ispitivanje,M_Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-0503,"Zapravo, ta trojka i mnogi drugi međunarodni čimbenici u BiH su derogirali Daytonski sporazum i od svega toga su napravili jednu veliku i nepopravljivu štetu, štetu koja će se dugo morati ispravljati.",HR,test_file,503,121663,503,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-0507,To njihova politička pripadnost ih je dovela na vrh toga aparata.,HR,test_file,507,6715,507,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-0512,"Isto tako držimko u članku isto 9., u stavku 3. da je nužno da se djelatnost zadrugarstva ostavi u nadležnosti Ministarstva poljoprivrede i šumarstva i vodnog gospodarstva.",HR,test_file,512,237,512,nije_dostupno_iz_izvora,ispitivanje,P_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-0513,"I to je bio jedan argument važan koji je, zbog koga je on došao i otvorio je u Valpovu svoj jedan pogon.",HR,test_file,513,68480,513,nije_dostupno_iz_izvora,ispitivanje,P_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-0514,Isto tako dosta smo danas raspravljali o porezu na dohodak.,HR,test_file,514,92271,514,nije_dostupno_iz_izvora,ispitivanje,P_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-0517,"Ako se neki zakon ne može provoditi onda se valjda u nekom mišljenju, u nekom javnom istupu može sugerirati da se to nije trebalo napraviti na taj način.",HR,test_file,517,36848,517,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-0519,"I mi ćemo sada to govoriti, zaredale su se nakon onih baklji u Italiji, zaredale su se neke emisije, tekstovi.",HR,test_file,519,89421,519,nije_dostupno_iz_izvora,ispitivanje,N_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-0521,"Ali je svojevrsna uputa HRT-u na koji način se ponašati, obvezujuća uputa koja će se staviti u zakonski prijedlog.",HR,test_file,521,1035,521,nije_dostupno_iz_izvora,ispitivanje,P_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-0522,"Ja pretpostavljam što bi trebala značiti, ali mislim da je doista nedopustivo da se ovakve rečenice šalju u Parlament u nekakvim zakonskim prijedlozima.",HR,test_file,522,61591,522,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-0523,Dozvolite mi da kratko sa samo nekoliko rečenica osvrnem se na Prijedlog zakona o zaštiti od ionizirajućeg zračenja i sigurnosti izvora ionizirajućeg zračenja.,HR,test_file,523,65837,523,nije_dostupno_iz_izvora,ispitivanje,P_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-0524,"Hvala lijepa gospodine potpredsjedniče, gospođe i gospodo zastupnici, ja ću vrlo kratko iznijeti sadržaj i intenciju Izmjena i dopuna ova tri zakona.",HR,test_file,524,28758,524,nije_dostupno_iz_izvora,ispitivanje,P_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-0525,"Možete se vi vraćati 50 godina, pa će biti još gora vremena i prije 25 godina.",HR,test_file,525,27484,525,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-0528,Ovo je samo tehničko formaliziranje onoga što se inače u stvarnosti radi.,HR,test_file,528,112858,528,nije_dostupno_iz_izvora,ispitivanje,P_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-0529,To je dakle ona novost s kojom idemo i što je vrijeme donijelo i naravno da nas raduje da je tako.,HR,test_file,529,7286,529,nije_dostupno_iz_izvora,ispitivanje,Positive,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Positive,jedan_uvjezbani_koder
test-0533,"Međutim, mi danas uređujemo odnose između Vlade i Sabora.",HR,test_file,533,43895,533,nije_dostupno_iz_izvora,ispitivanje,P_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-0535,"To nije politika Vlade, to je politika stalnih alibija, to je politika stalnih izgovora, mi bi htjeli ovo ali ne možemo, mi bi htjeli ono ali ne znamo.",HR,test_file,535,13326,535,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-0537,I mislim da je tu veliki problem za naše općine i gradove.,HR,test_file,537,16207,537,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-0539,"Dakle, prvi put kada se napravi mjesečni obračun poreza na dodanu vrijednost i prvi put kada se nakon donošenja ovih zakona napravi obračun plaća onda će se vidjeti koji je krajnji efekat.",HR,test_file,539,3010,539,nije_dostupno_iz_izvora,ispitivanje,P_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-0543,"Molim vas nemojte mi šlagvort. … /Upadica Stazić: Da, ajde izvolite. /…",HR,test_file,543,34286,543,nije_dostupno_iz_izvora,ispitivanje,M_Positive,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Positive,jedan_uvjezbani_koder
test-0544,"Danas u ovakvom drugom čitanju, našem čitanju, možemo govoriti samo mi.",HR,test_file,544,84335,544,nije_dostupno_iz_izvora,ispitivanje,M_Positive,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Positive,jedan_uvjezbani_koder
test-0547,Vama je sasvim sigurno svima poznato da bez povjerenja građana ne možete dobiti nijednu dužnost ali to povjerenje građana nije važno samo kad se traži da se glasa za nas.,HR,test_file,547,73958,547,nije_dostupno_iz_izvora,ispitivanje,M_Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-0548,"E sad, Planom gospodarenja tu dolazimo do vrlo interesantnih činjenica.",HR,test_file,548,104893,548,nije_dostupno_iz_izvora,ispitivanje,P_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-0549,U ovoj 2015. godini je bio samo jedan incident bez smrtnih posljedica.,HR,test_file,549,111634,549,nije_dostupno_iz_izvora,ispitivanje,N_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-0550,"… /Govornik nije uključen, ne razumije se/…",HR,test_file,550,182978,550,nije_dostupno_iz_izvora,ispitivanje,N_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-0551,"To je kriminal, to je pljačka hrvatskog bogatstva dat vašim podobnicima na kriminalan način cilu plažu, cilu plažu.",HR,test_file,551,44368,551,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-0552,Sada čitamo da će se valjda svi mobiteli i telefoni isto tako moći nadzirati.,HR,test_file,552,47239,552,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-0554,Zavisno o razini prihvaćanja naših amandmana Klub zastupnika HSU-a glasovat će o ovom zakonu.,HR,test_file,554,78790,554,nije_dostupno_iz_izvora,ispitivanje,P_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-0557,"U protivnom ne Oružane snage, nego politika će ozbiljno podbaciti.",HR,test_file,557,19280,557,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-0560,To je nešto neprihvatljivo i zato evo hvala na replici da zajednički moramo ukazati na probleme u HŽ-u.,HR,test_file,560,43260,560,nije_dostupno_iz_izvora,ispitivanje,M_Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-0561,"Razrješuje se zamjenik člana Izaslanstva Hrvatskog sabora u Parlamentarnoj skupštini Vijeća Europe Davor Ivo Stier, a za zamjenika člana Izaslanstva Hrvatskog sabora u Parlamentarnoj skupštini Vijeća Europe predlaže se Anton Kliman.",HR,test_file,561,50079,561,nije_dostupno_iz_izvora,ispitivanje,P_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-0563,"Predloženim izmjenama omogućuje se izravno upućivanja osoba u Centre za profesionalnu rehabilitaciju a na temelju rezultata rehabilitacije procjene, savjetnici HZZZ-a dobit će sve informacije potrebne u svrhu priprema osoba s invaliditetom za zapošljavanje.",HR,test_file,563,50591,563,nije_dostupno_iz_izvora,ispitivanje,Positive,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Positive,jedan_uvjezbani_koder
test-0564,"Stvarno je nevjerojatno da bi netko tko tako inzistira na transparentnosti omaškom propustio ustrojiti jedinstven, jasan i pregledan popis državnog vlasništva i popisati dionice na temelju kojih država ubire dividende.",HR,test_file,564,55546,564,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-0565,"Ja sam spominjao županijski u Zlataru, on nikad nije imao predmeta da bi opravdao to svoje postojanje.",HR,test_file,565,79273,565,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-0566,U ime Kluba nezavisnih zastupnik raspravu su podijelili Ivan Grubišić i Damir Kajin.,HR,test_file,566,48099,566,nije_dostupno_iz_izvora,ispitivanje,P_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-0567,Društvima koja su upravljala PIF-ovima dana je neobjašnjivo visoka naknada za upravljanje fondovima.,HR,test_file,567,44386,567,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-0569,"Naime, u Zakonu o obnovi korišteni su termini koji danas jednostavno ne postoje, tako da se radi u prvom redu o promjenama naziva.",HR,test_file,569,29610,569,nije_dostupno_iz_izvora,ispitivanje,N_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-0570,"Zato se ja mislim Afganistan brani pomoću gradnje cesta, pomoću gradnje bolnica, škola i tome slično a ne puškama.",HR,test_file,570,47938,570,nije_dostupno_iz_izvora,ispitivanje,M_Positive,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Positive,jedan_uvjezbani_koder
test-0573,Zbog jednostavnog razloga što takve pravne osobe moraju imati mogućnost da nekoga u okviru svojih poslova zaposli na tako nečemu.,HR,test_file,573,178180,573,nije_dostupno_iz_izvora,ispitivanje,P_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-0575,"Nikada se nije dizala velika prašina, jer mi smo to sve sportski podnijeli.",HR,test_file,575,25856,575,nije_dostupno_iz_izvora,ispitivanje,M_Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-0578,"Pa mi hrvatski narod, koji je branio svoju domovinu, kad smo ulazili u EU, pa sjetite se šta je bilo, koji su pritisci bili.",HR,test_file,578,145268,578,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-0579,Molim uključimo se i glasujmo o ovom konačnom prijedlogu zakona.,HR,test_file,579,80667,579,nije_dostupno_iz_izvora,ispitivanje,P_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-0581,"Pozdravljam i predstavnike Ministarstva financija, poštivane kolegice i kolege i posebno pozdravljam vas dragi građani koji nas pratite.",HR,test_file,581,175927,581,nije_dostupno_iz_izvora,ispitivanje,Positive,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Positive,jedan_uvjezbani_koder
test-0582,I tada je slovenska vlast morala donijeti odluku da se proces ukidanja smanji.,HR,test_file,582,20147,582,nije_dostupno_iz_izvora,ispitivanje,N_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-0586,Najopasniji deficit u Hrvatskoj je upravo deficit na platnom računu.,HR,test_file,586,41030,586,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-0587,"Pa kažu da su vode opće dobro zbog toga i toga, zbog svojih prirodnih svojstava.",HR,test_file,587,23713,587,nije_dostupno_iz_izvora,ispitivanje,P_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-0588,Taj profit sigurno će ići na uštrb zarade one dadilje koja bi trebala tu mogućnost imati i da ugovorom o radu sama to riješi i bez trgovačkih društava.,HR,test_file,588,27622,588,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-0590,"Naravno da je uvjet 2/3-ske većine, strogi uvjet i teže ga je postići i ne bih rekla da je sebičan interes Ustavnog suda.",HR,test_file,590,54209,590,nije_dostupno_iz_izvora,ispitivanje,M_Positive,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Positive,jedan_uvjezbani_koder
test-0591,"Poštovani gospodine predsjedniče, poštovana gospođo premijerko, uvaženi zastupnici i zastupnice.",HR,test_file,591,65745,591,nije_dostupno_iz_izvora,ispitivanje,P_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-0593,"Kada sve to skupa zbrojite opet ponavljam po nacionalnoj metodologiji ovaj 6.-mjesečni izvještaj ne raportiramo Eurostatu, dakle nije europska metodologija, višak od milijardu kuna ili 0,3%.",HR,test_file,593,164431,593,nije_dostupno_iz_izvora,ispitivanje,N_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-0594,"Ne znam, ako se vratio, onda bi bila isto tako velika buka.",HR,test_file,594,121849,594,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-0595,"Volio bih da se priča o Dalmatinskoj zagori, da se priča o tome gdje su projekti koji su obećavani godinama, kao što su spojne ceste za Imotski od Zagvozda.",HR,test_file,595,78051,595,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-0596,"Naime i danas su u ovom parlamentu izrečene riječi koje grubo narušavaju integritet i ustavno rješenje susjedne države BIH, smatram to nedopustivim u ovom Parlamentu i želim da se o tome progovori.",HR,test_file,596,70863,596,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-0597,"Dakle, u ovim izmjenama u odnosu na prvo čitanje smo išli maksimalno na pojednostavljenje cijelog procesa.",HR,test_file,597,84109,597,nije_dostupno_iz_izvora,ispitivanje,P_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-0598,"Pa dakle to su sve same nebuloze koje se u vezi ovog zakona govore, u obrani u pokušaju obrane, u pokušaju da se obrani nešto što je ali apsolutno neobranjivo.",HR,test_file,598,51461,598,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-0599,Govornik se ne razumije./... od ovih 80-ak% stvari u Zakonu ostalo.,HR,test_file,599,84917,599,nije_dostupno_iz_izvora,ispitivanje,N_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-0600,"Ili će Europa postati jedan veliki starački dom u kojemu će Europski parlament biti jedan, ono odlučivati poput nekakvog onog da ne kažem kućnog savjeta, Europska komisija će biti koordinator itd.",HR,test_file,600,100526,600,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-0601,"Između ostalog, suradnjom u problemima Mediterana, sagledavanjem tog kao regionalnog problema i kolokvija koji su se na tu temu vodili.",HR,test_file,601,31551,601,nije_dostupno_iz_izvora,ispitivanje,M_Positive,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Positive,jedan_uvjezbani_koder
test-0602,"Gospodine potpredsjedniče Hrvatskoga sabora, poštovane dame i gospodo zastupnici zahvaljujem na vašoj pozornosti.",HR,test_file,602,45421,602,nije_dostupno_iz_izvora,ispitivanje,Positive,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Positive,jedan_uvjezbani_koder
test-0603,"I zato imamo dvije slike u hrvatskoj, onu stvarnu i onu koju pokušava nametnuti taj jedan dio medija.",HR,test_file,603,80200,603,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-0605,"Ali ono što ja vas pitam, dakle ja kao liječnik sam kroz određeno vrijeme od kad sam u ovakvoj vrsti politike, ne lokalnoj, ipak imala saznanja da se nešto tu dešava.",HR,test_file,605,79355,605,nije_dostupno_iz_izvora,ispitivanje,M_Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-0607,"Gubitke prikazuje kao dobitke, poraze pošto po to želi prikazati kao pobjede, krive poteze kao ispravne i jedino moguće.",HR,test_file,607,35832,607,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-0609,Tada smo izračunali da je potrebno 73 godine da izgradimo istočni regionalno vodovod.,HR,test_file,609,49172,609,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-0611,"Najveći udio u troškovima i dalje ima prehrana sa 36%, stanovanje sa 28%, obrazovanje i kultura negdje oko 12%.",HR,test_file,611,26425,611,nije_dostupno_iz_izvora,ispitivanje,N_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-0614,"Jedna je da porez na sezonski posao 12% da nije predloženo bila bi čitava halabuka, predloženo nitko ne spominje.",HR,test_file,614,104239,614,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-0615,A pritom uopće ni u kojem obliku nije povećao plaće ljudi koji rade za minimalac ili za prosječne plaće i koji danas predstavljaju na žalost socijalnu kategoriju.,HR,test_file,615,4313,615,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-0617,"Evo i sad, danas sam čitao kako se djeca ne znam probijaju kroz snijeg, idu pješice u školu ko na nekakvom Igmanskom maršu.",HR,test_file,617,26997,617,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-0618,"Ja moram reći da to govorite krivo, jer sva trgovačka društva svih jedinica lokalne samouprave su konsolidirani u proračunima, dakle već postoje obveze.",HR,test_file,618,44140,618,nije_dostupno_iz_izvora,ispitivanje,M_Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-0619,O tome ću malo kasnije jer sam dobio primjedbe župana Dubrovačko-neretvanske županije kada je u pitanju izmjena i dopuna strategije prostornog uređenja.,HR,test_file,619,41466,619,nije_dostupno_iz_izvora,ispitivanje,M_Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-0620,"Ni za jedan predmet, ovo je sada svedeno na 30 najvećih dužnika.",HR,test_file,620,104599,620,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-0622,Ne znam da li je u tom iznosu planirano i uvođenje druge redovne brzobrodske linije na području Primorske-goranske županije?,HR,test_file,622,4272,622,nije_dostupno_iz_izvora,ispitivanje,P_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-0623,Ono što je predlagač danas govorio da se u odnosu na rad Državnog odvjetništva predlažu izmjene kojima je cilj dodatno uravnotežiti zahtjev za učinkovitošću kaznenog progona.,HR,test_file,623,34017,623,nije_dostupno_iz_izvora,ispitivanje,N_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-0627,"Nadalje, programi u pripremi na koje se referira izvješće također govore o senzibilizilnosti koje su ovo izvješće i planove sačinjavali da prepoznaju probleme i da za njih nađu neke odgovore u svojim aktivnostima.",HR,test_file,627,21158,627,nije_dostupno_iz_izvora,ispitivanje,P_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-0628,Prema tome za ovaj uvodni dio ja ću vas doista zamoliti iako j ebila priličan promet oko ove govornice dok sam ja iznosio stavove nas kao predlagača oko ovoga zakona.,HR,test_file,628,3451,628,nije_dostupno_iz_izvora,ispitivanje,M_Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-0629,Jedino mi to nije jasno kada svi o gospođi Slonjšak govorimo u superlativima.,HR,test_file,629,520,629,nije_dostupno_iz_izvora,ispitivanje,M_Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-0630,I sada ti koji su dobili taj novac a koji se ne isplati tužiti će Hrvatsku državu 2 milijarde kuna.,HR,test_file,630,31754,630,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-0632,"To su veliki zaokreti, ali to je dobro za svih, jer obrazovanje ulazi u svaku kuću i to se jedna nova svijest javlja koja stvarno govori da možemo ove projekte dovesti kraju.",HR,test_file,632,7671,632,nije_dostupno_iz_izvora,ispitivanje,Positive,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Positive,jedan_uvjezbani_koder
test-0636,Ne želi se suočiti s ocjenom izvješća Vijeća Europe da Daruvar krši povelju o regionalnim jezicima a time i Republiku Hrvatsku dovodi u poziciju neprovođenja povelje.,HR,test_file,636,59441,636,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-0637,Napominjem da ste kao ministar samo jednom odlukom mogli vratiti pravo na vraćanje naknade putnih troškova pacijentima koji se liječe 100 kilometara od mjesta boravka.,HR,test_file,637,70526,637,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-0638,A kad ste govorili o siromaštvu o kojemu smo danas evo puno govorili.,HR,test_file,638,112072,638,nije_dostupno_iz_izvora,ispitivanje,Negative,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Negative,jedan_uvjezbani_koder
test-0640,"Pripremne radnje su opisane, čini mi se, dovoljno.",HR,test_file,640,15001,640,nije_dostupno_iz_izvora,ispitivanje,Positive,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Positive,jedan_uvjezbani_koder
test-0642,"I dalje bio je pokušaj da se rastereti gospodarstvo mjerom da se smanji, ovo je jedan primjer, da se smanji doprinos za zdravstveno osiguranje sa 15 na 13%.",HR,test_file,642,38747,642,nije_dostupno_iz_izvora,ispitivanje,M_Positive,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Positive,jedan_uvjezbani_koder
test-0643,"Pa ustvari danas vodimo jednu onako živahnu raspravu ovdje u Hrvatskom saboru, a povodom izvješća pravobraniteljice za prošlu godinu.",HR,test_file,643,9084,643,nije_dostupno_iz_izvora,ispitivanje,P_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
test-0646,"Odredbe Zakona o reguliranim profesijama i priznavanju inozemnih stručnih kvalifikacija neće se primjenjivati na pomorce, jer je postupak priznavanja njihovih stručnih kvalifikacija reguliran posebnim propisima.",HR,test_file,646,39625,646,nije_dostupno_iz_izvora,ispitivanje,N_Neutral,nije_dostupno_iz_izvora,nije_dostupno_iz_izvora,Neutral,jedan_uvjezbani_koder
